trial_id,condition,stimulus,sentence_extraction,comprehension_probe,probe_clause,response,accuracy,rt,participant_id,handedness,gender,first_language,age,country_of_residence
35,congruent,"['The', 'cop', 'that the', 'spy', 'met', 'wrote', 'a', 'book', 'about', 'the', 'case']",object,The cop wrote a book?,main_clause,y,1,2.0412461000000803,019,Right,female,English,26,Australia
36,other,"['The', 'man', 'who was', 'short', 'gave his', 'wife', 'some red', 'candles', 'for her', 'birthday']",assorted,The man was short?,other,y,1,1.039159447000202,019,Right,female,English,26,Australia
37,incongruent,"['The', 'maid', 'that the', 'chef', 'loved', 'quit', 'the', 'job', 'at', 'the', 'house']",object,The maid quit the job?,main_clause,y,1,1.306278685000052,019,Right,female,English,26,Australia
38,incongruent,"['The', 'boss', 'that', 'mocked', 'the', 'clerk', 'had a', 'crush', 'on the', 'intern']",subject,The boss mocked the clerk?,relative_clause,y,1,1.8411068319996955,019,Right,female,English,26,Australia
39,other,"['The', 'desk', 'was', 'new', 'but', 'dusty', 'and', 'covered', 'with old', 'books']",assorted,The desk was new?,other,y,1,1.5067908900000475,019,Right,female,English,26,Australia
40,incongruent,"['The', 'car', 'that the', 'truck', 'pulled', 'had', 'a', 'scratch', 'on', 'the', 'door']",object,The car pulled the truck?,relative_clause,y,0,1.0054609799999523,019,Right,female,English,26,Australia
41,congruent,"['The', 'kid', 'that', 'followed', 'the', 'dad', 'had some', 'mud', 'on his', 'shoes']",subject,The dad had some mud on his shoes?,main_clause,n,1,2.4772036019999177,019,Right,female,English,26,Australia
42,incongruent,"['The', 'count', 'that', 'knew', 'the', 'queen', 'owned a', 'castle', 'by the', 'lake']",subject,The count owned a castle?,main_clause,y,1,1.922671948000243,019,Right,female,English,26,Australia
43,congruent,"['The', 'groom', 'that the', 'aunt', 'charmed', 'raised', 'a', 'toast', 'to', 'the', 'parents']",object,The aunt raised a toast?,main_clause,y,0,1.6240456460000132,019,Right,female,English,26,Australia
44,congruent,"['The', 'hat', 'that', 'matched', 'the', 'skirt', 'had a', 'bow', 'in the', 'back']",subject,The skirt had a bow?,main_clause,y,0,2.0420958679997057,019,Right,female,English,26,Australia
45,congruent,"['The', 'shelf', 'that', 'bumped', 'the', 'piano', 'had some', 'dust', 'on its', 'top']",subject,The shelf bumped the piano?,relative_clause,y,1,3.896485930999915,019,Right,female,English,26,Australia
46,congruent,"['The', 'dean', 'that', 'heard', 'the', 'guard', 'made a', 'call', 'about the', 'matter']",subject,The dean heard the guard?,relative_clause,y,1,2.343177650999678,019,Right,female,English,26,Australia
47,other,"['The', 'job', 'that was', 'given', 'was', 'different', 'to', 'what', 'she', 'expected']",assorted,The job was as expected?,other,n,1,2.592851071000041,019,Right,female,English,26,Australia
48,congruent,"['The', 'scout', 'that the', 'coach', 'punched', 'had', 'a', 'fight', 'with', 'a', 'manager']",object,The coach punched the scout?,relative_clause,y,1,3.212515144000008,019,Right,female,English,26,Australia
49,other,"['The', 'apples', 'that', 'the', 'couple', 'bought', 'at the', 'market', 'were', 'red']",assorted,The couple bought green apples?,other,n,1,1.4400612960002943,019,Right,female,English,26,Australia
50,incongruent,"['The', 'fruit', 'that', 'squashed', 'the', 'cake', 'made a', 'mess', 'in the', 'bag']",subject,The fruit made a mess?,main_clause,n,0,2.124931092999759,019,Right,female,English,26,Australia
51,incongruent,"['The', 'priest', 'that the', 'cook', 'paid', 'signed', 'the', 'check', 'at', 'the', 'bank']",object,The cook paid the priest?,relative_clause,y,1,2.041652476999843,019,Right,female,English,26,Australia
52,congruent,"['The', 'knight', 'that the', 'king', 'helped', 'sent', 'a', 'gift', 'from', 'his', 'castle']",object,The knight helped the king?,relative_clause,y,0,2.7605103250002685,019,Right,female,English,26,Australia
53,congruent,"['The', 'prince', 'that', 'helped', 'the', 'girl', 'had a', 'head', 'of blonde', 'hair']",subject,The prince had blonde hair?,main_clause,y,1,1.5899067209998066,019,Right,female,English,26,Australia
54,congruent,"['The', 'niece', 'that the', 'aunt', 'kissed', 'sang', 'a', 'song', 'for', 'the', 'guests']",object,The niece sang a song?,main_clause,y,1,1.5215397909996682,019,Right,female,English,26,Australia
55,other,"['The', 'girl', 'on', 'the', 'school', 'trip', 'saw a', 'frog', 'and', 'later', 'she', 'saw', 'a', 'mouse']",assorted,The girl saw a mouse first?,other,n,1,1.3732457319997593,019,Right,female,English,26,Australia
56,other,"['The', 'cat', 'chased the', 'bird', 'but', 'it', 'flew', 'away', 'into the', 'sunset']",assorted,The cat chased the bird?,other,y,1,1.7572587020003994,019,Right,female,English,26,Australia
57,other,"['The', 'box', 'was', 'made', 'from', 'wood', 'and was', 'full', 'of', 'things', 'that', 'shined']",assorted,The box was full of things?,other,y,1,2.7774238659999355,019,Right,female,English,26,Australia
58,other,"['The', 'fish', 'was', 'caught', 'by the', 'girl', 'on the', 'boat', 'on a', 'Friday']",assorted,The fish was caught by the boy?,other,n,1,1.556874633999996,019,Right,female,English,26,Australia
59,incongruent,"['The', 'boat', 'that', 'chased', 'the', 'yacht', 'made a', 'turn', 'at the', 'boathouse']",subject,The yacht made a turn?,main_clause,n,1,2.376106150999931,019,Right,female,English,26,Australia
60,congruent,"['The', 'nurse', 'that the', 'coach', 'blamed', 'checked', 'the', 'file', 'of', 'the', 'gymnast']",object,The coach checked the file?,main_clause,n,1,1.3393004550002845,019,Right,female,English,26,Australia
61,other,"['The', 'boss', 'was', 'happy', 'to', 'see', 'the', 'work', 'that', 'the', 'two', 'girls', 'had', 'done']",assorted,The girls were happy?,other,n,1,1.2232141219997177,019,Right,female,English,26,Australia
62,other,"['The', 'dessert', 'was', 'served', 'with', 'custard', 'and', 'fruit', 'then', 'there', 'was', 'coffee']",assorted,The coffee was after dessert?,other,y,1,2.375369635999959,019,Right,female,English,26,Australia
63,congruent,"['The', 'dancer', 'that', 'liked', 'the', 'guy', 'was a', 'chef', 'in the', 'city']",subject,The dancer was a chef?,main_clause,y,1,3.745751354999811,019,Right,female,English,26,Australia
64,incongruent,"['The', 'fox', 'that the', 'wolf', 'chased', 'hurt', 'its', 'paws', 'on', 'the', 'way']",object,The fox hurt its paws?,main_clause,y,1,1.3408543759996974,019,Right,female,English,26,Australia
65,congruent,"['The', 'girl', 'that', 'pushed', 'the', 'nerd', 'broke the', 'vase', 'with the', 'flowers']",subject,The nerd pushed the girl?,relative_clause,n,1,1.9249613000001773,019,Right,female,English,26,Australia
66,other,"['The', 'colour', 'of the', 'house', 'was', 'brighter', 'than the', 'men', 'who travelled', 'expected']",assorted,The men were colourfully dressed?,other,n,1,1.7402697709999302,019,Right,female,English,26,Australia
67,incongruent,"['The', 'tradie', 'that', 'thanked', 'the', 'man', 'left his', 'wallet', 'in the', 'car']",subject,The man left his wallet?,main_clause,n,1,1.4402444780002952,019,Right,female,English,26,Australia
68,other,"['The', 'book', 'that the', 'lady', 'with a', 'tattoo', 'had', 'written', 'was her', 'best', 'book', 'yet']",assorted,The man wrote a book?,other,n,1,1.1902704839999387,019,Right,female,English,26,Australia
69,incongruent,"['The', 'king', 'that', 'pleased', 'the', 'guest', 'poured the', 'wine', 'from the', 'jug']",subject,The guest poured the wine?,main_clause,n,1,2.2093591410002773,019,Right,female,English,26,Australia
70,other,"['The', 'concert', 'started', 'later', 'than', 'what', 'the', 'lady', 'told the', 'traveler']",assorted,The concert started later than the travellers expected?,other,y,1,3.395681654999862,019,Right,female,English,26,Australia
71,congruent,"['The', 'thief', 'that', 'saw', 'the', 'guard', 'had a', 'gun', 'in his', 'holster']",subject,The guard saw the thief?,relative_clause,n,1,4.013159389000066,019,Right,female,English,26,Australia
72,other,"['The', 'car', 'that was', 'new', 'had', 'just', 'been', 'cleaned', 'by', 'the', 'old', 'lady']",assorted,The car was new?,other,y,1,1.5913992959999632,019,Right,female,English,26,Australia
73,congruent,"['The', 'truck', 'that', 'bumped', 'the', 'car', 'had a', 'man', 'at the', 'wheel']",subject,The truck had a man at the wheel?,main_clause,y,1,1.8216449040000953,019,Right,female,English,26,Australia
1,congruent,"['The', 'truck', 'that', 'bumped', 'the', 'car', 'had a', 'man', 'at the', 'wheel']",subject,The truck bumped the car?,relative_clause,y,1,1.9921341700000992,020,Right,male,English,23,Australia
2,other,"['The', 'man', 'who was', 'short', 'gave his', 'wife', 'some red', 'candles', 'for her', 'birthday']",assorted,The man was short?,other,y,1,1.9413651639997624,020,Right,male,English,23,Australia
3,incongruent,"['The', 'guest', 'that', 'kissed', 'the', 'host', 'brought a', 'cake', 'to the', 'party']",subject,The host kissed the guest?,relative_clause,n,1,2.7769367500000044,020,Right,male,English,23,Australia
4,other,"['The', 'concert', 'started', 'later', 'than', 'what', 'the', 'lady', 'told the', 'traveler']",assorted,The concert started early?,other,y,0,1.741159314000015,020,Right,male,English,23,Australia
5,incongruent,"['The', 'thief', 'that the', 'guard', 'saw', 'had', 'a', 'gun', 'in', 'his', 'holster']",object,The guard saw the thief?,relative_clause,n,0,3.695493757999884,020,Right,male,English,23,Australia
6,congruent,"['The', 'prince', 'that', 'helped', 'the', 'girl', 'had a', 'head', 'of blonde', 'hair']",subject,The girl helped the prince?,relative_clause,n,1,2.5764426060000005,020,Right,male,English,23,Australia
7,congruent,"['The', 'groom', 'that', 'charmed', 'the', 'aunt', 'raised a', 'toast', 'to the', 'parents']",subject,The aunt raised a toast?,main_clause,n,1,2.292534799999885,020,Right,male,English,23,Australia
8,other,"['The', 'piano', 'was well', 'played', 'by', 'the', 'old', 'lady', 'but', 'it', 'was', 'not', 'in', 'tune']",assorted,The piano was badly played?,other,n,1,1.6238863720000154,020,Right,male,English,23,Australia
9,congruent,"['The', 'tradie', 'that the', 'man', 'thanked', 'left', 'his', 'wallet', 'in', 'the', 'car']",object,The man left his wallet?,main_clause,n,1,1.7915555530003076,020,Right,male,English,23,Australia
10,other,"['The', 'dog', 'that', 'barked', 'is very', 'big', 'and very', 'friendly', 'but', 'doesn’t', 'like', 'cats']",assorted,The dog is very fluffy?,other,n,1,1.657827996999913,020,Right,male,English,23,Australia
11,incongruent,"['The', 'kid', 'that', 'followed', 'the', 'dad', 'had some', 'mud', 'on his', 'shoes']",subject,The dad had some mud on his shoes?,main_clause,n,1,3.26157999499992,020,Right,male,English,23,Australia
12,congruent,"['The', 'fox', 'that', 'chased', 'the', 'wolf', 'hurt its', 'paws', 'on the', 'way']",subject,The wolf chased the fox?,relative_clause,n,1,2.492968070000188,020,Right,male,English,23,Australia
13,congruent,"['The', 'bum', 'that the', 'cop', 'scared', 'crossed', 'the', 'street', 'at', 'the', 'light']",object,The bum scared the cop?,relative_clause,n,1,2.5926744349999353,020,Right,male,English,23,Australia
14,incongruent,"['The', 'whale', 'that the', 'shark', 'bit', 'won', 'the', 'fight', 'in', 'the', 'end']",object,The shark won the fight?,main_clause,n,1,3.07736250500011,020,Right,male,English,23,Australia
15,congruent,"['The', 'bloke', 'that', 'helped', 'the', 'mum', 'gave a', 'gift', 'to say', 'thanks']",subject,The mum helped the bloke?,relative_clause,n,1,2.3237860340000225,020,Right,male,English,23,Australia
16,incongruent,"['The', 'knight', 'that the', 'king', 'helped', 'sent', 'a', 'gift', 'from', 'his', 'castle']",object,The king helped the knight?,relative_clause,n,0,2.2756804749997173,020,Right,male,English,23,Australia
17,incongruent,"['The', 'dancer', 'that', 'liked', 'the', 'guy', 'was a', 'chef', 'in the', 'city']",subject,The dancer was a chef?,main_clause,y,1,3.562169102000098,020,Right,male,English,23,Australia
18,congruent,"['The', 'nun', 'that', 'blessed', 'the', 'monk', 'lit a', 'candle', 'on the', 'table']",subject,The nun lit a candle?,main_clause,y,1,2.9275068500001,020,Right,male,English,23,Australia
19,incongruent,"['The', 'count', 'that the', 'queen', 'knew', 'owned', 'a', 'castle', 'by', 'the', 'lake']",object,The count knew the queen?,relative_clause,y,0,2.994527467999887,020,Right,male,English,23,Australia
20,other,"['The', 'bike', 'that was', 'yellow', 'and', 'shiny', 'belonged', 'to', 'the', 'boy', 'with the', 'hat']",assorted,The bike was shiny?,other,y,1,2.69385721000026,020,Right,male,English,23,Australia
21,other,"['The', 'ring', 'that', 'was', 'sadly', 'lost', 'was', 'found', 'by the', 'fat', 'and', 'very', 'happy', 'priest']",assorted,The priest found the ring?,other,y,1,2.241982719999669,020,Right,male,English,23,Australia
22,incongruent,"['The', 'man', 'that the', 'nurse', 'phoned', 'left', 'his', 'pills', 'at', 'the', 'office']",object,The man left the pills?,main_clause,y,1,1.7425431449996722,020,Right,male,English,23,Australia
23,congruent,"['The', 'boat', 'that the', 'yacht', 'chased', 'made', 'a', 'turn', 'at', 'the', 'boathouse']",object,The boat made a turn?,main_clause,n,0,3.095762678000028,020,Right,male,English,23,Australia
24,congruent,"['The', 'girl', 'that the', 'nerd', 'thanked', 'broke', 'the', 'vase', 'with', 'the', 'flowers']",object,The girl pushed the nerd?,relative_clause,n,1,1.9080272289997993,020,Right,male,English,23,Australia
25,other,"['The', 'cat', 'chased the', 'bird', 'but', 'it', 'flew', 'away', 'into the', 'sunset']",assorted,The cat caught the bird?,other,n,1,2.3068030439999347,020,Right,male,English,23,Australia
26,congruent,"['The', 'friend', 'that', 'teased', 'the', 'bride', 'told a', 'joke', 'about the', 'past']",subject,The friend told a joke?,main_clause,y,1,2.309036733999619,020,Right,male,English,23,Australia
27,congruent,"['The', 'hat', 'that', 'matched', 'the', 'skirt', 'had a', 'bow', 'in the', 'back']",subject,The skirt had a bow?,main_clause,n,1,2.609874173999742,020,Right,male,English,23,Australia
28,incongruent,"['The', 'crook', 'that', 'warned', 'the', 'thief', 'fled the', 'town', 'the next', 'morning']",subject,The crook fled the town?,main_clause,y,1,1.022706610000114,020,Right,male,English,23,Australia
29,congruent,"['The', 'owl', 'that the', 'bat', 'scared', 'made', 'a', 'loop', 'in', 'the', 'air']",object,The owl made a loop?,main_clause,y,1,2.9105109870001797,020,Right,male,English,23,Australia
30,congruent,"['The', 'clerk', 'that the', 'boss', 'liked', 'had', 'a', 'desk', 'by', 'the', 'window']",object,The clerk liked the boss?,relative_clause,n,1,1.7745608860000175,020,Right,male,English,23,Australia
31,congruent,"['The', 'niece', 'that', 'kissed', 'the', 'aunt', 'sang a', 'song', 'for the', 'guests']",subject,The niece kissed the aunt?,relative_clause,n,0,4.213837136000166,020,Right,male,English,23,Australia
32,other,"['The', 'wine', 'that was', 'fancy', 'was', 'kept', 'in the', 'cellar', 'for', 'nearly', 'ten', 'years', 'and five', 'months']",assorted,The wine was fancy?,other,y,1,1.2728531899997506,020,Right,male,English,23,Australia
33,incongruent,"['The', 'maid', 'that the', 'chef', 'loved', 'quit', 'the', 'job', 'at', 'the', 'house']",object,The maid loved the chef?,relative_clause,y,0,2.7435758579999856,020,Right,male,English,23,Australia
34,incongruent,"['The', 'guy', 'that', 'thanked', 'the', 'judge', 'left the', 'room', 'with a', 'smile']",subject,The judge left the room?,main_clause,n,1,1.774762482999904,020,Right,male,English,23,Australia
35,congruent,"['The', 'desk', 'that the', 'bed', 'scratched', 'was', 'too', 'old', 'to', 'be', 'moved']",object,The bed scratched the desk?,relative_clause,n,0,2.4263850279999133,020,Right,male,English,23,Australia
36,other,"['The', 'boy', 'who', 'had', 'a', 'birthday', 'called', 'his', 'best', 'friend', 'for a', 'chat']",assorted,The boy called his best friend?,other,y,1,2.105953263000174,020,Right,male,English,23,Australia
37,other,"['The', 'dessert', 'was', 'served', 'with', 'custard', 'and', 'fruit', 'then', 'there', 'was', 'coffee']",assorted,The coffee was before dessert?,other,y,0,4.181550024999979,020,Right,male,English,23,Australia
38,incongruent,"['The', 'king', 'that', 'pleased', 'the', 'guest', 'poured the', 'wine', 'from the', 'jug']",subject,The guest pleased the king?,relative_clause,d,0,2.576922785000079,020,Right,male,English,23,Australia
39,congruent,"['The', 'car', 'that', 'pulled', 'the', 'truck', 'had a', 'scratch', 'on the', 'door']",subject,The car had a scratch?,main_clause,n,0,1.8913701579999724,020,Right,male,English,23,Australia
40,congruent,"['The', 'fruit', 'that', 'squashed', 'the', 'cake', 'made a', 'mess', 'in the', 'bag']",subject,The cake made a mess?,main_clause,n,1,4.231184582999958,020,Right,male,English,23,Australia
41,incongruent,"['The', 'priest', 'that the', 'nun', 'thanked', 'left', 'the', 'church', 'in', 'a', 'hurry']",object,The priest left the church?,main_clause,n,0,3.194886530999611,020,Right,male,English,23,Australia
42,incongruent,"['The', 'nurse', 'that the', 'coach', 'blamed', 'checked', 'the', 'file', 'of', 'the', 'gymnast']",object,The coach checked the file?,main_clause,y,0,1.423378474999936,020,Right,male,English,23,Australia
43,incongruent,"['The', 'rod', 'that the', 'pipe', 'bent', 'had', 'a', 'hole', 'in', 'the', 'middle']",object,The rod bent the pipe?,relative_clause,n,1,1.925292774999889,020,Right,male,English,23,Australia
44,other,"['The', 'hat', 'that was', 'worn', 'by the', 'boy', 'with a', 'jacket', 'was too', 'small', 'for the', 'man']",assorted,The jacket was too small?,other,n,1,1.7741654080000444,020,Right,male,English,23,Australia
45,other,"['The', 'job', 'that was', 'given', 'was', 'different', 'to', 'what', 'she', 'expected']",assorted,The job was unexpected?,other,y,1,1.4400793029999477,020,Right,male,English,23,Australia
46,congruent,"['The', 'priest', 'that the', 'cook', 'paid', 'signed', 'the', 'check', 'at', 'the', 'bank']",object,The cook paid the priest?,relative_clause,n,0,3.008560455999941,020,Right,male,English,23,Australia
47,other,"['The', 'boss', 'was', 'happy', 'to', 'see', 'the', 'work', 'that', 'the', 'two', 'girls', 'had', 'done']",assorted,The girls were happy?,other,y,0,3.379104145999918,020,Right,male,English,23,Australia
48,incongruent,"['The', 'cook', 'that the', 'maid', 'hugged', 'had', 'a', 'tear', 'on', 'her', 'cheek']",object,The maid had a tear on her cheek?,main_clause,y,0,2.560531895000167,020,Right,male,English,23,Australia
49,incongruent,"['The', 'cop', 'that', 'met', 'the', 'spy', 'wrote a', 'book', 'about the', 'case']",subject,The spy wrote a book?,main_clause,n,1,1.9250098219999927,020,Right,male,English,23,Australia
50,congruent,"['The', 'bug', 'that the', 'ant', 'attacked', 'was', 'as', 'big', 'as', 'a', 'coin']",object,The ant attacked the bug?,relative_clause,y,1,5.8019799479998255,020,Right,male,English,23,Australia
51,incongruent,"['The', 'cat', 'that', 'fought', 'the', 'dog', 'licked its', 'wounds', 'in the', 'corner']",subject,The cat fought the dog?,relative_clause,y,1,1.3071645449999778,020,Right,male,English,23,Australia
52,other,"['The', 'car', 'that was', 'new', 'had', 'just', 'been', 'cleaned', 'by', 'the', 'old', 'lady']",assorted,The car was old?,other,y,0,1.3730075760004183,020,Right,male,English,23,Australia
53,other,"['The', 'book', 'that the', 'lady', 'with a', 'tattoo', 'had', 'written', 'was her', 'best', 'book', 'yet']",assorted,The man wrote a book?,other,n,1,0.9856122549999782,020,Right,male,English,23,Australia
54,congruent,"['The', 'dean', 'that', 'heard', 'the', 'guard', 'made a', 'call', 'about the', 'matter']",subject,The dean heard the guard?,relative_clause,y,1,2.3923069930001475,020,Right,male,English,23,Australia
55,incongruent,"['The', 'chief', 'that', 'thanked', 'the', 'girl', 'was too', 'late', 'for the', 'bus']",subject,The chief was too late?,main_clause,n,0,1.255799538000247,020,Right,male,English,23,Australia
56,incongruent,"['The', 'dean', 'that', 'called', 'the', 'boy', 'had a', 'voice', 'full of', 'anger']",subject,The dean called the boy?,relative_clause,y,1,1.3565761830000156,020,Right,male,English,23,Australia
57,other,"['The', 'girl', 'kicked the', 'ball', 'into the', 'window', 'but it', 'did', 'not', 'break']",assorted,The girl broke the window?,other,n,1,1.8918984570000248,020,Right,male,English,23,Australia
58,congruent,"['The', 'shelf', 'that the', 'piano', 'bumped', 'had', 'some', 'dust', 'on', 'its', 'top']",object,The piano had dust on its top?,main_clause,n,1,1.27426305400013,020,Right,male,English,23,Australia
59,incongruent,"['The', 'boss', 'that the', 'clerk', 'mocked', 'had', 'a', 'crush', 'on', 'the', 'intern']",object,The clerk mocked the boss?,relative_clause,n,0,2.409863451000092,020,Right,male,English,23,Australia
60,other,"['The', 'desk', 'was', 'new', 'but', 'dusty', 'and', 'covered', 'with old', 'books']",assorted,The desk was old?,other,n,1,1.774472736000007,020,Right,male,English,23,Australia
61,other,"['The', 'cup', 'was', 'made', 'from green', 'plastic', 'and was', 'filled', 'with', 'juice']",assorted,The cup was made from plastic?,other,y,1,1.2396180040000218,020,Right,male,English,23,Australia
62,other,"['The', 'fish', 'was', 'caught', 'by the', 'girl', 'on the', 'boat', 'on a', 'Friday']",assorted,The fish was caught by the girl?,other,y,1,1.858163328000046,020,Right,male,English,23,Australia
63,other,"['The', 'box', 'was', 'made', 'from', 'wood', 'and was', 'full', 'of', 'things', 'that', 'shined']",assorted,The box was full of things?,other,y,1,1.574294135999935,020,Right,male,English,23,Australia
64,other,"['The', 'girl', 'and the', 'boy', 'that', 'owned', 'the', 'horse', 'had', 'mud', 'on their', 'clothes']",assorted,The boy and girl own a horse?,other,y,1,2.2924581550000767,020,Right,male,English,23,Australia
65,other,"['The', 'apples', 'that', 'the', 'couple', 'bought', 'at the', 'market', 'were', 'red']",assorted,The couple bought some apples?,other,y,1,1.273998589999792,020,Right,male,English,23,Australia
66,incongruent,"['The', 'dad', 'that', 'knew', 'the', 'chef', 'had a', 'son', 'with a', 'limp']",subject,The dad knew the chef?,relative_clause,y,1,1.3226161669999783,020,Right,male,English,23,Australia
67,incongruent,"['The', 'boy', 'that the', 'girl', 'helped', 'got', 'an', 'A', 'on', 'the', 'test']",object,The boy got an A?,main_clause,y,1,1.0386129840003375,020,Right,male,English,23,Australia
68,incongruent,"['The', 'thug', 'that', 'saw', 'the', 'man', 'had a', 'hat', 'on his', 'head']",subject,The man saw the thug?,relative_clause,n,1,2.8100932600000306,020,Right,male,English,23,Australia
69,other,"['The', 'girl', 'on', 'the', 'school', 'trip', 'saw a', 'frog', 'and', 'later', 'she', 'saw', 'a', 'mouse']",assorted,The girl saw a mouse first?,other,n,1,1.456857391000085,020,Right,male,English,23,Australia
70,congruent,"['The', 'scout', 'that the', 'coach', 'punched', 'had', 'a', 'fight', 'with', 'a', 'manager']",object,The scout had a fight?,main_clause,y,1,1.8409286659998545,020,Right,male,English,23,Australia
71,congruent,"['The', 'sailor', 'that the', 'banker', 'pushed', 'hurt', 'his', 'foot', 'in', 'the', 'brawl']",object,The banker hurt his foot?,main_clause,y,0,3.57986745900007,020,Right,male,English,23,Australia
72,other,"['The', 'man', 'was very', 'hungry', 'after the', 'meeting', 'so', 'had', 'lunch', 'early']",assorted,The man was hungry?,other,y,1,1.3233899910001128,020,Right,male,English,23,Australia
73,other,"['The', 'colour', 'of the', 'house', 'was', 'brighter', 'than the', 'men', 'who travelled', 'expected']",assorted,The men were colourfully dressed?,other,d,0,2.459778207999989,020,Right,male,English,23,Australia
1,congruent,"['The', 'dean', 'that the', 'guard', 'heard', 'made', 'a', 'call', 'about', 'the', 'matter']",object,The dean made a call?,main_clause,y,1,1.5408678790001886,021,right,female,english,27,Australia
2,other,"['The', 'dog', 'that', 'barked', 'is very', 'big', 'and very', 'friendly', 'but', 'doesn’t', 'like', 'cats']",assorted,The dog is very fluffy?,other,n,1,1.6907423010000002,021,right,female,english,27,Australia
3,congruent,"['The', 'cook', 'that the', 'maid', 'hugged', 'had', 'a', 'tear', 'on', 'her', 'cheek']",object,The cook had a tear on her cheek?,main_clause,y,1,2.008352208000133,021,right,female,english,27,Australia
4,incongruent,"['The', 'nurse', 'that', 'blamed', 'the', 'coach', 'checked the', 'file', 'of the', 'gymnast']",subject,The coach checked the file?,main_clause,n,1,2.306301425999891,021,right,female,english,27,Australia
5,congruent,"['The', 'sailor', 'that', 'pushed', 'the', 'banker', 'hurt his', 'foot', 'in the', 'brawl']",subject,The sailor hurt his foot?,main_clause,y,1,2.008571204999953,021,right,female,english,27,Australia
6,incongruent,"['The', 'car', 'that', 'pulled', 'the', 'truck', 'had a', 'scratch', 'on the', 'door']",subject,The car pulled the truck?,relative_clause,y,1,3.0447311549999085,021,right,female,english,27,Australia
7,other,"['The', 'dessert', 'was', 'served', 'with', 'custard', 'and', 'fruit', 'then', 'there', 'was', 'coffee']",assorted,The coffee was after dessert?,other,y,1,3.278253769000002,021,right,female,english,27,Australia
8,other,"['The', 'desk', 'was', 'new', 'but', 'dusty', 'and', 'covered', 'with old', 'books']",assorted,The desk was new?,other,y,1,0.9889680549999866,021,right,female,english,27,Australia
9,congruent,"['The', 'boy', 'that', 'helped', 'the', 'girl', 'got an', 'A', 'on the', 'test']",subject,The boy helped the girl?,relative_clause,y,1,2.2063887619999605,021,right,female,english,27,Australia
10,incongruent,"['The', 'chief', 'that the', 'girl', 'thanked', 'was', 'too', 'late', 'for', 'the', 'bus']",object,The girl thanked the chief?,relative_clause,n,0,2.7774292100000366,021,right,female,english,27,Australia
11,other,"['The', 'girl', 'and the', 'boy', 'that', 'owned', 'the', 'horse', 'had', 'mud', 'on their', 'clothes']",assorted,The boy and girl own a horse?,other,y,1,3.0960790960000395,021,right,female,english,27,Australia
12,congruent,"['The', 'scout', 'that the', 'coach', 'punched', 'had', 'a', 'fight', 'with', 'a', 'manager']",object,The coach had a fight?,main_clause,y,0,2.9604705679998915,021,right,female,english,27,Australia
13,other,"['The', 'book', 'that the', 'lady', 'with a', 'tattoo', 'had', 'written', 'was her', 'best', 'book', 'yet']",assorted,The man wrote a book?,other,d,0,1.6574172260000068,021,right,female,english,27,Australia
14,congruent,"['The', 'priest', 'that the', 'cook', 'paid', 'signed', 'the', 'check', 'at', 'the', 'bank']",object,The cook paid the priest?,relative_clause,n,0,4.782191393000176,021,right,female,english,27,Australia
15,incongruent,"['The', 'guest', 'that', 'kissed', 'the', 'host', 'brought a', 'cake', 'to the', 'party']",subject,The guest kissed the host?,relative_clause,y,1,1.640464146000113,021,right,female,english,27,Australia
16,congruent,"['The', 'whale', 'that', 'bit', 'the', 'shark', 'won the', 'fight', 'in the', 'end']",subject,The whale won the fight?,main_clause,y,1,1.5235239060000367,021,right,female,english,27,Australia
17,incongruent,"['The', 'boss', 'that the', 'clerk', 'mocked', 'had', 'a', 'crush', 'on', 'the', 'intern']",object,The boss mocked the clerk?,relative_clause,y,0,3.77708824299998,021,right,female,english,27,Australia
18,other,"['The', 'cup', 'was', 'made', 'from green', 'plastic', 'and was', 'filled', 'with', 'juice']",assorted,The cup was full of green juice?,other,y,0,2.2260546289999184,021,right,female,english,27,Australia
19,other,"['The', 'boy', 'who', 'had', 'a', 'birthday', 'called', 'his', 'best', 'friend', 'for a', 'chat']",assorted,The friend called the boy?,other,n,1,4.331923279999955,021,right,female,english,27,Australia
20,incongruent,"['The', 'bloke', 'that the', 'mum', 'helped', 'gave', 'a', 'gift', 'to', 'say', 'thanks']",object,The mum helped the bloke?,relative_clause,n,0,2.577072367000028,021,right,female,english,27,Australia
21,incongruent,"['The', 'dean', 'that', 'called', 'the', 'boy', 'had a', 'voice', 'full of', 'anger']",subject,The boy called the dean?,relative_clause,n,1,8.609615594999923,021,right,female,english,27,Australia
22,incongruent,"['The', 'bum', 'that', 'scared', 'the', 'cop', 'crossed the', 'street', 'at the', 'light']",subject,The cop scared the bum?,relative_clause,n,1,3.930282255000293,021,right,female,english,27,Australia
23,other,"['The', 'cat', 'chased the', 'bird', 'but', 'it', 'flew', 'away', 'into the', 'sunset']",assorted,The cat caught the bird?,other,n,1,1.788407967999774,021,right,female,english,27,Australia
24,incongruent,"['The', 'truck', 'that', 'bumped', 'the', 'car', 'had a', 'man', 'at the', 'wheel']",subject,The truck had a man at the wheel?,main_clause,y,1,4.4827414159999535,021,right,female,english,27,Australia
25,incongruent,"['The', 'groom', 'that the', 'aunt', 'charmed', 'raised', 'a', 'toast', 'to', 'the', 'parents']",object,The groom charmed the aunt?,relative_clause,y,0,3.6297388859998136,021,right,female,english,27,Australia
