"workerid","age","gender","item","sentence","rating"
"P6",28,"M","rug_rats","Family restaurants are always noisy because RUG RATS are constantly running around.",0
"P6",28,"M","hot_potato","Abortion is a political HOT POTATO.",0
"P6",28,"M","dead_metaphor","The word ""pedigree"" is a DEAD METAPHOR that no one remembers.",-3
"P6",28,"M","dark_thoughts","A few people saw Paul struggling with DARK THOUGHTS.",-3
"P6",28,"M","bottomless_pit","He was a BOTTOMLESS PIT of ideas which made him a great writer.",0
"P6",28,"M","spring_roll","He sometimes eats a SPRING ROLL at the Chinese takeaway.",-2
"P6",28,"M","sugar_baby","Most people did not understand her work as a SUGAR BABY.",0
"P6",28,"M","tough_cookie","The girl next door is a TOUGH COOKIE.",0
"P6",28,"M","flash_sale","The FLASH SALE will include designers like Vera Wang, Alberta Ferretti, and Steuben.",-3
"P6",28,"M","love_bug","Nick got bit by the LOVE BUG on Valentine's Day.",2
"P6",28,"M","walking_encyclopedia","Jennifer, the WALKING ENCYCLOPEDIA of the group, is always contributing to the conversation.",0
"P6",28,"M","holy_grail","Finding an HIV vaccine is the HOLY GRAIL of medical research.",0
"P6",28,"M","short_fuse","He has a SHORT FUSE and when pushed, may become violent.",0
"P6",28,"M","penguin_huddle","The students are doing a PENGUIN HUDDLE to stay warm.",-2
"P6",28,"M","bat_wings","Mary's trainer suggested lifting weights to get rid of her BAT WINGS.",-2
"P6",28,"M","death_burger","The couple bought a DEATH BURGER from their usual takeaway place.",-1
"P6",28,"M","plaster_shackle","The cast on his broken leg was a PLASTER SHACKLE.",-2
"P6",28,"M","ugly_truth","People are never ready to hear the UGLY TRUTH about themselves.",-3
"P6",28,"M","sharp_mind","She had a SHARP MIND and was knowledgeable on a broad range of topics.",-3
"P6",28,"M","silver_lining","It is important to see the SILVER LINING in every tragedy.",0
"P6",28,"M","delicate_flower","She is dating a DELICATE FLOWER who likes to talk about his feelings.",2
"P6",28,"M","foot_soldiers","Programmers are the FOOT SOLDIERS of the computer revolution.",0
"P6",28,"M","thin_ice","John is treading on THIN ICE after all the money he borrowed.",0
"P6",28,"M","office_monkey","Daniel is Microsoft's OFFICE MONKEY, constantly doing other people's errands.",1
"P6",28,"M","dirty_dance","That was quite a DIRTY DANCE at the night club.",0
"P6",28,"M","sweet_pea","Britney is such a lucky girl, she got the SWEAT PEA of the class to ask her to prom.",0
"P6",28,"M","movie_star","Meryl Streep is without a doubt a MOVIE STAR.",3
"P6",28,"M","road_hog","If it were not for that ROAD HOG, he would have gotten to work on time.",2
"P6",28,"M","running_head","Research reports normally require a RUNNING HEAD.",3
"P6",28,"M","stumbling_block","A lack of innovation is a STUMBLING BLOCK for small organizations.",2
"P6",28,"M","dead_act","Most of the audience left halfway through the movie because it was such a DEAD ACT.",-2
"P6",28,"M","dead_silence","There was DEAD SILENCE in the waiting room.",-3
"P6",28,"M","hot_head","The notorious Hollywood HOT HEAD Eric Bolling showed everyone his rage again.",0
"P6",28,"M","social_ladder","They now had a chance to earn college degrees and to climb the SOCIAL LADDER in their new country.",3
"P6",28,"M","party_pooper","Everyone in the room wondered who invited the PARTY POOPER.",3
"P6",28,"M","wiggle_room","He had some WIGGLE ROOM in his schedule.",0
"P6",28,"M","magnetic_attraction","Holly felt an undeniable MAGNETIC ATTRACTION towards a boy she barely knew.",-3
"P6",28,"M","memory_lane","Taking a trip down MEMORY LANE helps when you're having a bad day.",2
"P6",28,"M","sock_puppet","When someone votes as a SOCK PUPPET, we never learn their true identity.",0
"P6",28,"M","eye_bags","Greensations makes a variety of anti-aging products that target EYE BAGS and dark circles.",2
"P6",28,"M","old_flame","Charles reconnected with an OLD FLAME named Camilla.",1
"P6",28,"M","bright_student","She was a BRIGHT STUDENT who learned quickly.",-3
"P6",28,"M","green_light","Quickly after his recovery, Jim was given the GREEN LIGHT to walk a mile or two.",0
"P6",28,"M","burning_moment","That interview was a BURNING MOMENT in his life.",-2
"P6",28,"M","rising_star","The new member of parliament is a RISING STAR in politics.",0
"P6",28,"M","chicken_legs","The runway model is so skinny that she has CHICKEN LEGS.",-3
"P6",28,"M","home_bird","As a HOME BIRD, Paul simply does not leave his house.",2
"P6",28,"M","restaurant_chain","McDonald's is the most famous RESTAURANT CHAIN in the world.",3
"P6",28,"M","cool_cat","Their guitar player is one COOL CAT.",2
"P6",28,"M","acid_test","Watkins' patients were put to the ACID TEST.",0
"P6",28,"M","mermaid_dress","A MERMAID DRESS is the best option for those who want to show off their curves.",2
"P6",28,"M","floating_shelf","A FLOATING SHELF is ideal for items that you need easy access to.",-3
"P6",28,"M","strawberry_legs","Implementing the right products into your skincare routine can help treat STRAWBERRY LEGS.",-3
"P6",28,"M","lawnmower_parents","That kid never deals with his problems because he has LAWNMOWER PARENTS.",-3
"P6",28,"M","wild_west","Now a WILD WEST, the class had no teacher and could do whatever they wanted.",2
"P6",28,"M","hair_donut","A HAIR DONUT can give the appearance of a great hair bun for people with thin hair.",3
"P6",28,"M","silent_wound","The mother had a SILENT WOUND because of her son's death.",-1
"P6",28,"M","dirty_mouth","That kid has a very DIRTY MOUTH and should be punished.",-3
"P6",28,"M","sweet_tooth","Ryan has a SWEET TOOTH and keeps a stash of candy in his top drawer.",0
"P6",28,"M","long_fuse","I've got a LONG FUSE, but after weeks of tolerating issues, I get annoyed very quickly.",0
"P6",28,"M","chain_reaction","The mayor's ideas caused a CHAIN REACTION with grave political consequences.",-1
"P6",28,"M","cold_fish","Scott Berg knew that Wilson was no COLD FISH.",0
"P6",28,"M","fish_fingers","Children love to eat FISH FINGERS for lunch.",-3
"P6",28,"M","hidden_gem","The travel blogger needed to find a new HIDDEN GEM to write about.",2
"P6",28,"M","lazy_eye","As a child, her doctors told her she had a LAZY EYE.",-3
"P6",28,"M","punching_ball","Whenever her husband was frustrated, Jane became his PUNCHING BALL.",0
"P6",28,"M","mother_lode","He believes he has hit the MOTHER LODE.",0
"P6",28,"M","helicopter_parent","HELICOPTER PARENTS never stop obsessing over their kids.",-3
"P6",28,"M","bad_egg","He's a bit of a handful, a real BAD EGG.",3
"P6",28,"M","plum_job","She later landed a PLUM JOB at the prestigious Library of Congress.",0
"P6",28,"M","burning_question","The woman had a BURNING QUESTION she couldn't wait to ask.",-3
"P6",28,"M","bumpy_life","Anna had overcome many difficulties in her BUMPY LIFE.",-3
"P6",28,"M","tube_top","Allegra was wearing a TUBE TOP with sequins to the club.",-3
"P6",28,"M","kitten_heel","A KITTEN HEEL is better for people with smaller calves as it is easier on the feet.",-3
"P6",28,"M","smoking_gun","That last piece of evidence provided investigators with their SMOKING GUN.",0
"P6",28,"M","lame_duck","That politician is a LAME DUCK but he's still so powerful.",2
"P6",28,"M","dirty_money","The wife believed his husband was giving her DIRTY MONEY for her to hide it.",-3
"P6",28,"M","black_market","Those stolen items are easy to sell on the BLACK MARKET.",-3
"P6",28,"M","cross_fire","She was a simple woman caught in the CROSS FIRE of other people's drama.",-1
"P6",28,"M","fresh_courage","He transmitted FRESH COURAGE and hope to the oppressed.",-3
"P6",28,"M","broken_face","She couldn't get a date because she was a BROKEN FACE.",-3
"P6",28,"M","bad_seed","That guy is a BAD SEED because he makes life very difficult for all of us.",3
"P6",28,"M","dirty_job","It's a DIRTY JOB, but somebody has to do it.",-3
"P6",28,"M","melting_pot","There are different heritages mixed into the American MELTING POT.",0
"P6",28,"M","stalking_horse","The client was used as a STALKING HORSE to get an even bigger client.",-2
"P6",28,"M","flat_art","She wasn't hired at the museum because of her FLAT ART.",-1
"P6",28,"M","pink_noise","Researchers found that steady PINK NOISE increases stable sleep.",-2
"P6",28,"M","cold_turkey","He quit smoking COLD TURKEY after his doctor told him to.",0
"P6",28,"M","cloud_nine","Martin was on CLOUD NINE after hearing the news.",0
"P6",28,"M","smart_cookie","She is one SMART COOKIE and a great role model for the rest of us.",3
"P6",28,"M","blue_blood","Future club members don't need to have BLUE BLOOD to be accepted.",0
"P6",28,"M","sharp_scent","He disliked the SHARP SCENT of cleaner on her clothes.",-3
"P6",28,"M","ugly_duckling","Hathaway blossomed from an UGLY DUCKLING into a princess in her breakthrough role.",3
"P6",28,"M","soft_landing","After her terrible dismissal, Alexa had a SOFT LANDING at her new job.",-3
"P6",28,"M","mother_cell","If the MOTHER CELL is introduced into the DNA of a mutated animal, a cure could be possible synthesized.",0
"P6",28,"M","pyramid_scheme","New York's elite have been running a decades-long PYRAMID SCHEME.",-3
"P6",28,"M","rough_day","Monday is always a ROUGH DAY at school.",-3
"P6",28,"M","family_tree","The orphan was tracing her FAMILY TREE to see where she came from.",3
"P6",28,"M","happy_dawn","The new year sees a HAPPY DAWN and a fresh start.",0
"P6",28,"M","square_meal","In the school, children receive three SQUARE MEALS a day.",-1
"P6",28,"M","black_widow","They suggest Andrea might be a BLACK WIDOW, not a grieving one.",1
"P6",28,"M","golden_heart","The boy has a GOLDEN HEART, he's always helping his family.",-3
"P6",28,"M","bulletproof_argument","Ms. Allens used a BULLETPROOF ARGUMENT to make her case.",-3
"P6",28,"M","milk_moustache","The toddler with the MILK MOUSTACHE was eating by himself.",0
"P6",28,"M","gold_standard","This is a must have album, the one that set the new GOLD STANDARD for Helloween albums.",-3
"P6",28,"M","crocodile_tears","Last night, Jasmine tried to convince the jury with CROCODILE TEARS.",-3
"P6",28,"M","beer_goggles","Emily later realized it was the BEER GOGGLES that made the man seem attractive at the bar.",2
"P6",28,"M","arm_candy","She was his ARM CANDY at so many cocktail parties.",2
"P6",28,"M","black_box","Psychology research attempts to understand how the mind's mysterious BLACK BOX works.",-1
"P6",28,"M","last_straw","The departure of Amy and Jack was the LAST STRAW for Millie.",0
"P6",28,"M","hungry_mind","Undergraduates with a HUNGRY MIND make better graduate students.",-3
"P6",28,"M","test_bed","The artists used the fourth-floor space as a photography TEST BED.",0
"P6",28,"M","clear_intention","Most candidates have a CLEAR INTENTION of what they want to accomplish.",-3
"P6",28,"M","fragrant_shadow","He was surrounded by the FRAGRANT SHADOW of the church and felt at peace.",0
"P6",28,"M","panda_eye","A way of preventing the dreaded PANDA EYE is to go for waterproof mascara.",0
"P6",28,"M","sweet_spot","There must be a SWEET SPOT that maximizes the efficacy of the drugs and minimizes the side effects.",-1
"P6",28,"M","wet_blanket","Joseph is such a WET BLANKET who takes the fun out of every party.",0
"P6",28,"M","dead_end","I found myself embarrassed when I hit a DEAD END in my life.",0
"P6",28,"M","sports_clown","Everyone was looking at the SPORTS CLOWN who was wearing his Chargers jersey at church.",1
"P6",28,"M","warm_welcome","The newcomer thanked everyone for the WARM WELCOME during her visit.",-2
"P6",28,"M","burning_ambition","He had a BURNING AMBITION to climb to the upper reaches of management.",-2
"P6",28,"M","green_thumb","I lack the GREEN THUMB required to nurture a garden.",0
"P6",28,"M","almond_eyes","The model was extremely sought after for her beautiful, dark ALMOND EYES.",-1
"P6",28,"M","black_swan","Among natural disasters, 1992's Hurricane Andrew was a BLACK SWAN.",0
"P6",28,"M","eye_candy","Derek married the last EYE CANDY in town and took her off the market.",1
"P6",28,"M","angry_sea","They screamed as if tossed by an ANGRY SEA.",-2
"P6",28,"M","cash_cow","He bought a bankrupt shop and turned it into a CASH COW.",2
"P6",28,"M","hen_party","Her bridesmaids had already thrown her a HEN PARTY.",-2
"P6",28,"M","molten_sound","That band has such a MOLTEN SOUND.",-3
"P6",28,"M","broken_heart","She was left with a BROKEN HEART after the split with her partner.",1
"P6",28,"M","elephant_ears","ELEPHANT EARS are a great choice to make any garden look like a tropical forest.",-3
"P6",28,"M","social_butterfly","SOCIAL BUTTERFLIES always make the most friends at parties.",3
"P6",28,"M","gold_digger","I thought she was a GOLD DIGGER and had other motives to marry him.",0
"P6",28,"M","busy_bee","My supervisor is going to be a BUSY BEE for a couple of months.",2
"P6",28,"M","black_humour","The BLACK HUMOUR wore out the audiences over time.",-3
"P6",28,"M","road_dog","Bill was visiting all the good places with his ROAD DOG.",1
"P6",28,"M","monkey_business","I bet Paula and Frank are up to some MONKEY BUSINESS upstairs.",-2
"P6",28,"M","pie_chart","The website shows you what your budget looks like in a PIE CHART divided into the various expense categories.",-3
"P6",28,"M","cake_face","To avoid having a CAKE FACE, it is advisable to apply fewer layers of foundation.",-3
"P6",28,"M","empty_nest","Once the kids moved out, John was enjoying the EMPTY NEST with his wife",3
"P6",28,"M","white_noise","WHITE NOISE is currently available in an endless number of apps.",-3
"P6",28,"M","hot_seat","After being involved in the settlement talks, he was in the HOT SEAT with management.",-2
"P6",28,"M","hot_mess","Her life turned into a HOT MESS after the child's birth.",-3
"P6",28,"M","cool_head","It is important to keep a COOL HEAD and not show anger when dealing with people in debate class.",2
"P6",28,"M","firm_hand","Supervisors need to have a FIRM HAND with their volunteers.",-1
"P6",28,"M","bitter_end","They stayed there and fought until the BITTER END.",-2
"P6",28,"M","red_flag","Loss of appetite is a RED FLAG for malnutrition.",0
"P6",28,"M","old_hat","My favorite joke might be a bit of an OLD HAT by now.",0
"P6",28,"M","unkempt_afternoon","The UNKEMPT AFTERNOON resulted in a horrible evening.",1
"P6",28,"M","peak_hours","Increasing traffic in the area has made travel difficult during PEAK HOURS.",-1
"P6",28,"M","foggy_memory","Due to his FOGGY MEMORY, he doesn't remember seeing the doctor again.",-3
"P6",28,"M","big_fish","The prosecutor made a deal with the lawyer to catch the BIG FISH.",0
"P6",28,"M","salty_dog","A SALTY DOG knows everything about the seas.",0
"P6",28,"M","bitter_pill","The disappointment had been a BITTER PILL for her parents.",1
"P6",28,"M","bad_apple","The poor performance of one BAD APPLE can have serious consequences.",1
"P6",28,"M","curtain_bangs","CURTAIN BANGS used to be a super-popular '70s hairstyle.",-2
"P6",28,"M","sugar_daddy","All of a sudden, he became the big SUGAR DADDY for anybody who needed their rent paid.",-1
"P6",28,"M","meat_puppet","George is Pat's MEAT PUPPET, he does whatever she says.",0
"P6",28,"M","ceiling_effect","The researchers agreed that a CEILING EFFECT was the best explanation available.",-2
"P6",28,"M","rebound_effect","The patient experienced a REBOUND EFFECT after having liposuction done.",-1
"P6",28,"M","dragon_teacher","The students are scared of their DRAGON TEACHER.",-2
"P6",28,"M","killer_presentation","A KILLER PRESENTATION always captures people's attention.",-3
"P6",28,"M","smart_pants","Diana was wearing her SMART PANTS today, nit-picking what everyone else is saying.",2
"P6",28,"M","juicy_gossip","He brought home the JUICY GOSSIP about Drucilla Hawkins.",-3
"P6",28,"M","umbrella_term","The committee examined which UMBRELLA TERM best encompasses the problems they face.",-3
"P6",28,"M","wild_dog","The managing partner becomes a WILD DOG when it comes to his firm.",0
"P6",28,"M","golden_river","Her long hair was a flowing GOLDEN RIVER.",-3
"P6",28,"M","third_eye","Everyone thinks that she has a THIRD EYE for anticipating drama.",0
"P6",28,"M","baby_steps","Learning a new language requires BABY STEPS at first.",-1
"P6",28,"M","straight_arrow","He has always been such a STRAIGHT ARROW in his career.",0
"P6",28,"M","moral_compass","Most villains lack a MORAL COMPASS.",2
"P6",28,"M","open_mind","He has an OPEN MIND about what people have to say.",-3
"P6",28,"M","wine_legs","WINE LEGS indicate either high alcohol content and/or high sugar content in wine.",-3
"P6",28,"M","lone_wolf","Chris considers himself a LONE WOLF because he is very independent.",1
"P6",28,"M","cold_feet","Bonnie gets COLD FEET when contemplating her future with Adam.",0
"P6",28,"M","fan_brush","A FAN BRUSH is ideal to apply powder products in small regions of the face.",0
"P6",28,"M","small_potatoes","The lawyer was told to stop fighting for SMALL POTATOES.",0
"P6",28,"M","velvet_skin","After she applied the foundation she was left with VELVET SKIN.",-3
"P6",28,"M","love_triangle","There was a LOVE TRIANGLE of tension building in the office.",3
"P6",28,"M","baby_fever","When one of her coworkers brought her baby to work, Breanna got a case of the BABY FEVER.",3
"P6",28,"M","iron_fist","Big law firms are managed with an IRON FIST.",0
"P6",28,"M","brain_fog","Chronic fatigue syndrome causes tiredness, poor sleep , BRAIN FOG, and/or muscle pain.",2
"P7",41,"Female","cross_fire","She was a simple woman caught in the CROSS FIRE of other people's drama.",0
"P7",41,"Female","big_cheese","He was a BIG CHEESE in the business world.",3
"P7",41,"Female","killer_presentation","A KILLER PRESENTATION always captures people's attention.",-3
"P7",41,"Female","raging_bull","Surfing in the Pacific Ocean is a dangerous sport because the RAGING BULL can easily knock surfers over.",3
"P7",41,"Female","naked_eye","Although not visible to the NAKED EYE, the professionals understood what makes a successful image composition.",0
"P7",41,"Female","cabin_fever","The kids will develop CABIN FEVER after too many days in isolation.",0
"P7",41,"Female","iron_fist","Big law firms are managed with an IRON FIST.",0
"P7",41,"Female","kitten_heel","A KITTEN HEEL is better for people with smaller calves as it is easier on the feet.",-3
"P7",41,"Female","gold_nugget","The motivational speaker gave his audience another GOLD NUGGET in his recently uploaded video.",0
"P7",41,"Female","glass_river","The family saw the beautiful GLASS RIVER on their road trip.",0
"P7",41,"Female","wiggle_room","He had some WIGGLE ROOM in his schedule.",-3
"P7",41,"Female","black_market","Those stolen items are easy to sell on the BLACK MARKET.",-3
"P7",41,"Female","lame_duck","That politician is a LAME DUCK but he's still so powerful.",3
"P7",41,"Female","lightning_reflexes","Andrew is good at ping-pong because he has LIGHTNING REFLEXES.",-3
"P7",41,"Female","square_meal","In the school, children receive three SQUARE MEALS a day.",-3
"P7",41,"Female","holy_grail","Finding an HIV vaccine is the HOLY GRAIL of medical research.",0
"P7",41,"Female","dirty_job","It's a DIRTY JOB, but somebody has to do it.",-3
"P7",41,"Female","silver_lining","It is important to see the SILVER LINING in every tragedy.",0
"P7",41,"Female","golden_heart","The boy has a GOLDEN HEART, he's always helping his family.",-3
"P7",41,"Female","hidden_gem","The travel blogger needed to find a new HIDDEN GEM to write about.",3
"P7",41,"Female","silent_wound","The mother had a SILENT WOUND because of her son's death.",-3
"P7",41,"Female","ugly_truth","People are never ready to hear the UGLY TRUTH about themselves.",-3
"P7",41,"Female","low_key","Although he was guaranteed a promotion, Paul kept it LOW KEY.",0
"P7",41,"Female","rebound_effect","The patient experienced a REBOUND EFFECT after having liposuction done.",0
"P7",41,"Female","unkempt_afternoon","The UNKEMPT AFTERNOON resulted in a horrible evening.",-3
"P7",41,"Female","money_laundering","The politician was accused of MONEY LAUNDERING.",3
"P7",41,"Female","smoking_gun","That last piece of evidence provided investigators with their SMOKING GUN.",0
"P7",41,"Female","angry_sea","They screamed as if tossed by an ANGRY SEA.",-3
"P7",41,"Female","poker_face","Melissa discovered quite early that she had a good POKER FACE.",-3
"P7",41,"Female","lone_wolf","Chris considers himself a LONE WOLF because he is very independent.",3
"P7",41,"Female","night_owl","You have to be a very early riser or a lively NIGHT OWL to enjoy that festival.",3
"P7",41,"Female","cold_iron","Her boyfriend's heart is a COLD IRON.",3
"P7",41,"Female","umbrella_term","The committee examined which UMBRELLA TERM best encompasses the problems they face.",-3
"P7",41,"Female","seamless_recovery","The patient went back home and had a SEAMLESS RECOVERY.",-2
"P7",41,"Female","rough_day","Monday is always a ROUGH DAY at school.",-3
"P7",41,"Female","sweet_spot","There must be a SWEET SPOT that maximizes the efficacy of the drugs and minimizes the side effects.",-3
"P7",41,"Female","eagle_eyes","He was considered a sharp shooter in the army, but his EAGLE EYES have weakened with time.",-3
"P7",41,"Female","penguin_huddle","The students are doing a PENGUIN HUDDLE to stay warm.",-3
"P7",41,"Female","broken_heart","She was left with a BROKEN HEART after the split with her partner.",-2
"P7",41,"Female","lazy_eye","As a child, her doctors told her she had a LAZY EYE.",0
"P7",41,"Female","black_swan","Among natural disasters, 1992's Hurricane Andrew was a BLACK SWAN.",0
"P7",41,"Female","thin_ice","John is treading on THIN ICE after all the money he borrowed.",0
"P7",41,"Female","juicy_gossip","He brought home the JUICY GOSSIP about Drucilla Hawkins.",-3
"P7",41,"Female","rising_star","The new member of parliament is a RISING STAR in politics.",0
"P7",41,"Female","plaster_shackle","The cast on his broken leg was a PLASTER SHACKLE.",0
"P7",41,"Female","mother_lode","He believes he has hit the MOTHER LODE.",-3
"P7",41,"Female","closed_mind","A lot of people had a CLOSED MIND about the case until the evidence was revealed.",-3
"P7",41,"Female","green_light","Quickly after his recovery, Jim was given the GREEN LIGHT to walk a mile or two.",0
"P7",41,"Female","dirty_money","The wife believed his husband was giving her DIRTY MONEY for her to hide it.",-3
"P7",41,"Female","dead_match","Putting those two together to work on that case was a DEAD MATCH.",0
"P7",41,"Female","dark_life","It was the only good moment in his otherwise DARK LIFE.",-3
"P7",41,"Female","pink_noise","Researchers found that steady PINK NOISE increases stable sleep.",-3
"P7",41,"Female","hot_head","The notorious Hollywood HOT HEAD Eric Bolling showed everyone his rage again.",-2
"P7",41,"Female","crooked_math","He used CROOKED MATH to became a billionaire.",-3
"P7",41,"Female","fragrant_shadow","He was surrounded by the FRAGRANT SHADOW of the church and felt at peace.",0
"P7",41,"Female","bad_apple","The poor performance of one BAD APPLE can have serious consequences.",3
"P7",41,"Female","test_bed","The artists used the fourth-floor space as a photography TEST BED.",0
"P7",41,"Female","burning_moment","That interview was a BURNING MOMENT in his life.",-3
"P7",41,"Female","lip_service","The only thing administrators give is LIP SERVICE to their employees.",-2
"P7",41,"Female","social_ladder","They now had a chance to earn college degrees and to climb the SOCIAL LADDER in their new country.",3
"P7",41,"Female","grey_face","Her GREY FACE suggested that something bad had happened.",-3
"P7",41,"Female","strawberry_legs","Implementing the right products into your skincare routine can help treat STRAWBERRY LEGS.",-3
"P7",41,"Female","glass_ceiling","In any company, a GLASS CEILING is broken when a woman can advance to a higher position.",0
"P7",41,"Female","sixth_sense","He always had a SIXTH SENSE for when police were around, so he never got caught.",0
"P7",41,"Female","black_box","Psychology research attempts to understand how the mind's mysterious BLACK BOX works.",0
"P7",41,"Female","punching_ball","Whenever her husband was frustrated, Jane became his PUNCHING BALL.",2
"P7",41,"Female","bright_side","Since the general public abhors violence, the BRIGHT SIDE is that they will be able to see the truth.",-2
"P7",41,"Female","long_fuse","I've got a LONG FUSE, but after weeks of tolerating issues, I get annoyed very quickly.",2
"P7",41,"Female","rare_bird","Having odd hobbies means you'll be picked on as a RARE BIRD by school bullies.",3
"P7",41,"Female","happy_dawn","The new year sees a HAPPY DAWN and a fresh start.",0
"P7",41,"Female","butter_fingers","Steve is constantly dropping things because of his BUTTER FINGERS.",-3
"P7",41,"Female","baby_shower","Most mothers have a lot of fun at a BABY SHOWER and will have at least one in their lifetime.",3
"P7",41,"Female","office_monkey","Daniel is Microsoft's OFFICE MONKEY, constantly doing other people's errands.",3
"P7",41,"Female","velvet_skin","After she applied the foundation she was left with VELVET SKIN.",-3
"P7",41,"Female","hair_donut","A HAIR DONUT can give the appearance of a great hair bun for people with thin hair.",3
"P7",41,"Female","restaurant_chain","McDonald's is the most famous RESTAURANT CHAIN in the world.",3
"P7",41,"Female","chopping_block","The associate is just the next one to line himself up for the CHOPPING BLOCK.",0
"P7",41,"Female","white_noise","WHITE NOISE is currently available in an endless number of apps.",-3
"P7",41,"Female","dark_thoughts","A few people saw Paul struggling with DARK THOUGHTS.",-3
"P7",41,"Female","almond_eyes","The model was extremely sought after for her beautiful, dark ALMOND EYES.",-3
"P7",41,"Female","stumbling_block","A lack of innovation is a STUMBLING BLOCK for small organizations.",0
"P7",41,"Female","bucket_list","Here are 25 surprising new destinations to put on your BUCKET LIST.",-3
"P7",41,"Female","social_bubble","Her SOCIAL BUBBLE consisted mostly of childless couples with little responsibilities.",3
"P7",41,"Female","memory_lane","Taking a trip down MEMORY LANE helps when you're having a bad day.",3
"P7",41,"Female","bitter_pill","The disappointment had been a BITTER PILL for her parents.",0
"P7",41,"Female","black_sheep","She soon became the BLACK SHEEP of the family.",0
"P7",41,"Female","weak_argument","When someone has a WEAK ARGUMENT, they resort to personal attacks.",-3
"P7",41,"Female","happy_hour","Undergrads go to bars only during HAPPY HOUR to save money.",-3
"P7",41,"Female","broken_face","She couldn't get a date because she was a BROKEN FACE.",0
"P7",41,"Female","love_triangle","There was a LOVE TRIANGLE of tension building in the office.",3
"P7",41,"Female","floating_shelf","A FLOATING SHELF is ideal for items that you need easy access to.",-3
"P7",41,"Female","lonely_oval","The cloud was a LONELY OVAL in the clear blue sky.",0
"P7",41,"Female","blind_date","A friend in Miami set her up on a BLIND DATE with Jason.",-3
"P7",41,"Female","baby_fever","When one of her coworkers brought her baby to work, Breanna got a case of the BABY FEVER.",3
"P7",41,"Female","ninja_writing","The NINJA WRITING course will show you the techniques and strategy you need to write effectively.",-3
"P7",41,"Female","bad_blood","There was BAD BLOOD between the Eagles and the Cowboys.",-3
"P7",41,"Female","movie_star","Meryl Streep is without a doubt a MOVIE STAR.",3
"P7",41,"Female","panda_eye","A way of preventing the dreaded PANDA EYE is to go for waterproof mascara.",-3
"P7",41,"Female","early_bird","The EARLY BIRD always gets the best seat at the movie theatre.",3
"P7",41,"Female","dry_laugh","He let out a DRY LAUGH without a shred of cheerfulness.",-3
"P7",41,"Female","gold_digger","I thought she was a GOLD DIGGER and had other motives to marry him.",-3
"P7",41,"Female","firefly_eyes","The guy was looking at his girlfriend with FIREFLY EYES.",-3
"P7",41,"Female","cool_cat","Their guitar player is one COOL CAT.",0
"P7",41,"Female","cool_head","It is important to keep a COOL HEAD and not show anger when dealing with people in debate class.",0
"P7",41,"Female","helicopter_parent","HELICOPTER PARENTS never stop obsessing over their kids.",-3
"P7",41,"Female","old_flame","Charles reconnected with an OLD FLAME named Camilla.",3
"P7",41,"Female","sugar_baby","Most people did not understand her work as a SUGAR BABY.",0
"P7",41,"Female","beer_goggles","Emily later realized it was the BEER GOGGLES that made the man seem attractive at the bar.",3
"P7",41,"Female","sweet_tooth","Ryan has a SWEET TOOTH and keeps a stash of candy in his top drawer.",0
"P7",41,"Female","mother_cell","If the MOTHER CELL is introduced into the DNA of a mutated animal, a cure could be possible synthesized.",0
"P7",41,"Female","tough_cookie","The girl next door is a TOUGH COOKIE.",3
"P7",41,"Female","baby_blues","Mood swings, feeling sad, and being unable to concentrate are all signs of having the BABY BLUES.",3
"P7",41,"Female","wild_dog","The managing partner becomes a WILD DOG when it comes to his firm.",3
"P7",41,"Female","bitter_end","They stayed there and fought until the BITTER END.",-3
"P7",41,"Female","green_thumb","I lack the GREEN THUMB required to nurture a garden.",-3
"P7",41,"Female","busy_bee","My supervisor is going to be a BUSY BEE for a couple of months.",3
"P7",41,"Female","couch_potato","The cold weather makes it easier for people to become a COUCH POTATO.",3
"P7",41,"Female","chain_reaction","The mayor's ideas caused a CHAIN REACTION with grave political consequences.",0
"P7",41,"Female","golden_goose","College athletics, especially football, have always been a GOLDEN GOOSE for universities.",0
"P7",41,"Female","deep_love","Everyone saw the DEEP LOVE between them.",0
"P7",41,"Female","road_dog","Bill was visiting all the good places with his ROAD DOG.",3
"P7",41,"Female","crocodile_tears","Last night, Jasmine tried to convince the jury with CROCODILE TEARS.",-3
"P7",41,"Female","dead_metaphor","The word ""pedigree"" is a DEAD METAPHOR that no one remembers.",-3
"P7",41,"Female","arm_candy","She was his ARM CANDY at so many cocktail parties.",2
"P7",41,"Female","sitting_duck","Not wanting to be a SITTING DUCK for the storm, he left the worn down farmhouse.",0
"P7",41,"Female","black_humour","The BLACK HUMOUR wore out the audiences over time.",-3
"P7",41,"Female","soft_landing","After her terrible dismissal, Alexa had a SOFT LANDING at her new job.",0
"P7",41,"Female","molten_sound","That band has such a MOLTEN SOUND.",-3
"P7",41,"Female","magic_bullet","People believe that the adaptive textbook is the MAGIC BULLET of educational technology.",0
"P7",41,"Female","black_widow","They suggest Andrea might be a BLACK WIDOW, not a grieving one.",0
"P7",41,"Female","late_bloomer","Raphael was a LATE BLOOMER when he finally arrived at the department.",3
"P7",41,"Female","dirty_mouth","That kid has a very DIRTY MOUTH and should be punished.",0
"P7",41,"Female","big_fish","The prosecutor made a deal with the lawyer to catch the BIG FISH.",2
"P7",41,"Female","stalking_horse","The client was used as a STALKING HORSE to get an even bigger client.",3
