stimulus,constituent_1,constituent_2,list_id
生态园林,生态,园林,90
电力企业,电力,企业,90
纪律处分,纪律,处分,90
线路图,线路,图,90
网络体系,网络,体系,90
耳环,耳,环,90
茶路,茶,路,90
钢材价格,钢材,价格,90
锌元素,锌,元素,90
门牌号码,,号码,90
风声,风,声,90
风电,风,电,90
饮食习惯,饮食,习惯,90
龙虾,龙,虾,90
个人资料,个人,资料,91
中年人,中年,人,91
会计工作,会计,工作,91
内部人员,内部,人员,91
功德,功,德,91
大学校园,大学,校园,91
尘肺病,尘肺,病,91
屋顶花园,屋顶,花园,91
故事梗概,,梗概,91
服装市场,服装,市场,91
森林公园,森林,公园,91
民族服饰,民族,服饰,91
河槽,河,槽,91
王室,王,室,91
班底,班,底,91
电气,电,气,91
眼病,眼,病,91
神鬼,神,鬼,91
茶水,茶,水,91
菜油,菜,油,91
责任保险,责任,保险,91
铁路,铁,路,91
音量,音,量,91
马路,马,路,91
信号,信,号,92
信用卡,信用,卡,92
冰鞋,冰,鞋,92
动物化石,动物,化石,92
北边,北,边,92
国歌,国,歌,92
山水画,山水,画,92
工业国,工业,国,92
情事,情,事,92
手笔,手,笔,92
文化课,文化,课,92
核心技术,核心,技术,92
治安状况,治安,状况,92
猪肚,猪,肚,92
环节,环,节,92
电视观众,电视,观众,92
病区,病,区,92
病床,,床,92
眉毛,眉,毛,92
科学杂志,科学,杂志,92
篮板球,篮板,球,92
精神状态,精神,状态,92
蒜苗,蒜,苗,92
门下,门,下,92
专项资金,专项,资金,93
书房,书,房,93
亲戚关系,亲戚,关系,93
关税,关,税,93
后方,后,方,93
园林建筑,园林,建筑,93
地利,地,利,93
字号,字,号,93
屁股,屁,股,93
工作实绩,工作,实绩,93
手工课,手工,课,93
期货价格,期货,价格,93
水草,水,草,93
火力网,火力,网,93
煤气罐,煤气,罐,93
物流园区,物流,园区,93
环境噪声,环境,噪声,93
网络服务,网络,服务,93
职称外语,职称,外语,93
舞台艺术,舞台,艺术,93
西侧,西,侧,93
足球联赛,足球,联赛,93
领导批示,领导,批示,93
风情画,风情,画,93
饼馅,,馅,93
个人用户,个人,用户,94
主题词,主题,词,94
书法艺术,书法,艺术,94
书画,书,画,94
区政府,区,政府,94
外部,外,部,94
家庭成员,家庭,成员,94
工资制度,工资,制度,94
当代艺术,当代,艺术,94
技术学校,技术,学校,94
文件精神,文件,精神,94
核心,核,心,94
民俗文化,民俗,文化,94
水声,水,声,94
油价,油,价,94
牛棚,,棚,94
环境效益,环境,效益,94
班车,班,车,94
社会阶层,社会,阶层,94
福气,福,气,94
科技领域,科技,领域,94
老鼠屎,老鼠,屎,94
药力,药,力,94
质量标准,质量,标准,94
银行信贷,银行,信贷,94
中国戏曲,中国,戏曲,95
产业区,产业,区,95
价格水平,价格,水平,95
伙伴国,伙伴,国,95
国宝,国,宝,95
大会决议,大会,决议,95
大学本科,,本科,95
工业废水,工业,废水,95
工作人员,工作,人员,95
性格特征,性格,特征,95
方圆,方,圆,95
水资源,水,资源,95
汗水,汗,水,95
洞头,洞,头,95
炕头,炕,头,95
煤烟,煤,烟,95
用户数量,用户,数量,95
病菌,病,菌,95
矛头,矛,头,95
知识分子,知识,分子,95
羊肚,羊,肚,95
背心,背,心,95
视频短片,视频,短片,95
金融业务,金融,业务,95
鸡血,鸡,血,95
东边,,边,96
个人消费,个人,消费,96
中国画,中国,画,96
中音,中,音,96
书面,书,面,96
农家饭,农家,饭,96
剪刀,剪,刀,96
功能模块,功能,模块,96
动力舱,动力,舱,96
外债,外,债,96
学业成绩,学业,成绩,96
学生党员,学生,党员,96
少年班,少年,班,96
广播节目,广播,节目,96
文化部长,文化,部长,96
江湖,江,湖,96
海港,海,港,96
社会保险,社会,保险,96
胶泥,胶,泥,96
血汗钱,血汗,钱,96
财务报告,财务,报告,96
足球赛事,足球,赛事,96
邻里关系,邻里,关系,96
鸡蛋花,鸡蛋,花,96
人力车,人力,车,97
人马,人,马,97
关山,关,山,97
创伤外科,创伤,外科,97
商业广告,商业,广告,97
外力,外,力,97
天命,天,命,97
客户服务,客户,服务,97
数学教师,数学,教师,97
文化公园,文化,公园,97
演员阵容,演员,阵容,97
漫画作品,漫画,作品,97
玉米,玉,米,97
盆地,盆,地,97
神殿,神,殿,97
科学事业,科学,事业,97
科学认识,,认识,97
科普知识,科普,知识,97
精品课,精品,课,97
职业生涯,职业,生涯,97
西南,西,南,97
边际效应,边际,效应,97
金融服务,金融,服务,97
铁矿,铁,矿,97
风水,风,水,97
世界遗产,世界,遗产,98
乡草,,草,98
书画名家,书画,名家,98
儿童图书,儿童,图书,98
公民道德,公民,道德,98
国光,国,光,98
国土资源,国土,资源,98
天国,天,国,98
学校食堂,学校,食堂,98
小农经济,小农,经济,98
弹簧门,弹簧,门,98
文学语言,文学,语言,98
水井,水,井,98
油卡,油,卡,98
油市,油,市,98
泥土,泥,土,98
火气,火,气,98
电力行业,电力,行业,98
矿工,矿,工,98
硕士学位,硕士,学位,98
纸电,纸,电,98
脑洞,脑,洞,98
财政收支,财政,收支,98
金融危机,金融,危机,98
黑客技术,黑客,技术,98
个人账户,个人,账户,99
军民关系,军民,关系,99
刀子嘴,,嘴,99
国防力量,国防,力量,99
国风,国,风,99
地形图,地形,图,99
外电,外,电,99
层级,层,级,99
山村,山,村,99
心声,心,声,99
情书,情,书,99
教学方式,教学,方式,99
教师工资,教师,工资,99
教师职业,教师,职业,99
数据信号,数据,信号,99
核心成员,核心,成员,99
电子政务,电子,政务,99
粉笔,粉,笔,99
药房,药,房,99
行列,行,列,99
财产权利,财产,权利,99
金融公司,金融,公司,99
钢铁公司,钢铁,公司,99
风车,风,车,99
餐饮店,餐饮,店,99
世界潮流,世界,潮流,100
书屋,书,屋,100
书画艺术,书画,艺术,100
人员伤亡,人员,伤亡,100
公海自由,公海,自由,100
厂方,厂,方,100
处所,处,所,100
字头,字,头,100
学术观点,学术,观点,100
心药,心,药,100
技术水准,技术,水准,100
文艺思想,文艺,思想,100
民意基础,民意,基础,100
汽车集团,汽车,集团,100
物质条件,物质,条件,100
生态区域,生态,区域,100
电灯,电,灯,100
省区,省,区,100
石头路,石头,路,100
精神力量,,力量,100
纸钱,纸,钱,100
职能部门,职能,部门,100
车牌,车,牌,100
轮船,轮,船,100
铜牌,铜,牌,100
体育场馆,体育,场馆,101
关卡,关,卡,101
军区,军,区,101
剧组,剧,组,101
博士学位,博士,学位,101
口角,口,角,101
命题,命,题,101
城市道路,城市,道路,101
城门,,门,101
基础架构,基础,架构,101
外汇交易,外汇,交易,101
手背,手,背,101
报案人,报案,人,101
本质区别,本质,区别,101
横店集团,横店,集团,101
歌剧,歌,剧,101
浪潮,浪,潮,101
火电站,火电,站,101
电力设施,电力,设施,101
空军基地,空军,基地,101
经济损失,经济,损失,101
能源动力,能源,动力,101
药事,药,事,101
首脑机关,首脑,机关,101
马车,马,车,101
乡镇党委,乡镇,党委,102
交管部门,交管,部门,102
供销合同,供销,合同,102
党员队伍,党员,队伍,102
公交车站,公交,车站,102
利润总额,利润,总额,102
前沿科学,前沿,科学,102
功力,功,力,102
医药行业,医药,行业,102
国际威望,国际,威望,102
大学校长,,校长,102
姓氏笔画,姓氏,笔画,102
学术报告,学术,报告,102
文化村,文化,村,102
歌声,歌,声,102
毒药,毒,药,102
民政部门,民政,部门,102
烟草,烟,草,102
电信网,电信,网,102
界面,界,面,102
石油部长,石油,部长,102
科技队伍,科技,队伍,102
货船,货,船,102
铜矿,铜,矿,102
雨棚,雨,棚,102
上方,上,方,103
人口密度,人口,密度,103
体育明星,体育,明星,103
体育老师,体育,老师,103
体育频道,体育,频道,103
农村妇女,农村,妇女,103
印章,印,章,103
国会议员,国会,议员,103
土壤水,土壤,水,103
工业产值,工业,产值,103
工程项目,工程,项目,103
弟妹,弟,妹,103
手下,手,下,103
政法干部,政法,干部,103
数据系统,数据,系统,103
文化馆,文化,馆,103
文职人员,文职,人员,103
文艺作品,文艺,作品,103
时间尺度,时间,尺度,103
案件线索,案件,线索,103
民间文学,民间,文学,103
法制观念,法制,观念,103
海边,海,边,103
雷雨,雷,雨,103
饭菜,,菜,103
书卷气,书卷,气,104
云层,云,层,104
作品版权,作品,版权,104
公安分局,公安,分局,104
刀剑,刀,剑,104
历史使命,历史,使命,104
国际标准,国际,标准,104
奶粉,奶,粉,104
局部利益,局部,利益,104
工资待遇,工资,待遇,104
思想境界,思想,境界,104
教师队伍,教师,队伍,104
数据结构,数据,结构,104
文化部门,文化,部门,104
时代特点,时代,特点,104
水利电力,水利,电力,104
治安部门,治安,部门,104
法律事务,法律,事务,104
环境压力,环境,压力,104
私人资本,私人,资本,104
美工,美,工,104
部属院校,部属,院校,104
钢铁行业,钢铁,行业,104
面额,面,额,104
马头,,头,104
产业革命,产业,革命,105
农家菜,农家,菜,105
协会理事,协会,理事,105
台湾人,台湾,人,105
国药,,药,105
垃圾邮件,垃圾,邮件,105
天才,天,才,105
工业体系,工业,体系,105
工程图纸,工程,图纸,105
市价,市,价,105
报告文学,报告,文学,105
时代背景,时代,背景,105
楼面,楼,面,105
火魔,火,魔,105
版权,版,权,105
牙科,牙,科,105
眼科,眼,科,105
线图,线,图,105
网络新闻,网络,新闻,105
色情网站,色情,网站,105
营养食品,营养,食品,105
足球比赛,足球,比赛,105
门人,门,人,105
门道,门,道,105
马桶,马,桶,105
会员单位,会员,单位,106
体育事业,体育,事业,106
公安机关,公安,机关,106
军法,军,法,106
医科,医,科,106
国画,国,画,106
土地,土,地,106
头皮,头,皮,106
山羊,山,羊,106
山路,山,路,106
底层,底,层,106
教学质量,教学,质量,106
月光,月,光,106
机电设备,机电,设备,106
毒蛇,毒,蛇,106
汽车座椅,汽车,座椅,106
电子行业,电子,行业,106
电站设备,电站,设备,106
皮纸,皮,纸,106
花色,,色,106
药水,药,水,106
试管婴儿,试管,婴儿,106
诗歌,诗,歌,106
高校教师,高校,教师,106
鸡肉,鸡,肉,106
东南,,南,107
个人冠军,个人,冠军,107
中央空调,中央,空调,107
保险业务,保险,业务,107
功利,功,利,107
实质问题,实质,问题,107
屋面,屋,面,107
山河,山,河,107
年终总结,年终,总结,107
手机号码,手机,号码,107
技术难题,技术,难题,107
指法,指,法,107
政务官,政务,官,107
棋牌,棋,牌,107
法学博士,法学,博士,107
海底,海,底,107
淡水湖,淡水,湖,107
理论修养,理论,修养,107
生物医药,生物,医药,107
电子元件,电子,元件,107
绩效奖金,绩效,奖金,107
肉眼,肉,眼,107
股东权益,股东,权益,107
药酒,药,酒,107
视频文件,视频,文件,107
